snapshot,zona,demand_mw
2026-03-07 00:00:00,BCA,1394.75
2026-03-07 01:00:00,BCA,1336.16
2026-03-07 02:00:00,BCA,1300.72
2026-03-07 03:00:00,BCA,1283.61
2026-03-07 04:00:00,BCA,1285.02
2026-03-07 05:00:00,BCA,1300.67
2026-03-07 06:00:00,BCA,1329.95
2026-03-07 07:00:00,BCA,1382.05
2026-03-07 08:00:00,BCA,1423.84
2026-03-07 09:00:00,BCA,1456.02
2026-03-07 10:00:00,BCA,1485.26
2026-03-07 11:00:00,BCA,1505.44
2026-03-07 12:00:00,BCA,1514.42
2026-03-07 13:00:00,BCA,1514.07
2026-03-07 14:00:00,BCA,1511.85
2026-03-07 15:00:00,BCA,1517.43
2026-03-07 16:00:00,BCA,1526.16
2026-03-07 17:00:00,BCA,1571.62
2026-03-07 18:00:00,BCA,1582.1
2026-03-07 19:00:00,BCA,1559.1
2026-03-07 20:00:00,BCA,1528.21
2026-03-07 21:00:00,BCA,1479.93
2026-03-07 22:00:00,BCA,1412.55
2026-03-07 23:00:00,BCA,1336.88
2026-03-07 00:00:00,BCS,285.99
2026-03-07 01:00:00,BCS,273.65
2026-03-07 02:00:00,BCS,263.57
2026-03-07 03:00:00,BCS,258.58
2026-03-07 04:00:00,BCS,257.18
2026-03-07 05:00:00,BCS,263.43
2026-03-07 06:00:00,BCS,273.82
2026-03-07 07:00:00,BCS,290.85
2026-03-07 08:00:00,BCS,309.22
2026-03-07 09:00:00,BCS,323.21
2026-03-07 10:00:00,BCS,332.65
2026-03-07 11:00:00,BCS,337.72
2026-03-07 12:00:00,BCS,342.04
2026-03-07 13:00:00,BCS,344.68
2026-03-07 14:00:00,BCS,347.7
2026-03-07 15:00:00,BCS,351.67
2026-03-07 16:00:00,BCS,353.61
2026-03-07 17:00:00,BCS,351.22
2026-03-07 18:00:00,BCS,360.74
2026-03-07 19:00:00,BCS,357.79
2026-03-07 20:00:00,BCS,345.33
2026-03-07 21:00:00,BCS,330.91
2026-03-07 22:00:00,BCS,311.45
2026-03-07 23:00:00,BCS,291.82
2026-03-07 00:00:00,SIN,33422.68
2026-03-07 01:00:00,SIN,32260.06
2026-03-07 02:00:00,SIN,31382.63
2026-03-07 03:00:00,SIN,30806.25
2026-03-07 04:00:00,SIN,30567.16
2026-03-07 05:00:00,SIN,30659.1
2026-03-07 06:00:00,SIN,31226.37
2026-03-07 07:00:00,SIN,31788.97
2026-03-07 08:00:00,SIN,32660.83
2026-03-07 09:00:00,SIN,33284.81
2026-03-07 10:00:00,SIN,33384.74
2026-03-07 11:00:00,SIN,33475.0
2026-03-07 12:00:00,SIN,33506.08
2026-03-07 13:00:00,SIN,33406.21
2026-03-07 14:00:00,SIN,33316.36
2026-03-07 15:00:00,SIN,33626.05
2026-03-07 16:00:00,SIN,34284.96
2026-03-07 17:00:00,SIN,34913.73
2026-03-07 18:00:00,SIN,36175.87
2026-03-07 19:00:00,SIN,36901.68
2026-03-07 20:00:00,SIN,36392.94
2026-03-07 21:00:00,SIN,35621.78
2026-03-07 22:00:00,SIN,34530.4
2026-03-07 23:00:00,SIN,33022.53
